饰物名字	大类型	副类型	详细类别	重量	价格	五行	耐久	"防御力(外,内)"	附加属性1	附加属性1数值	附加属性2	附加属性2数值	套装编号	要求等级	要求性别	要求体型	要求门派	在界面上显示的小图	在界面上显示的大图	说明文字	装备在身上的时候，使用的显示类型名字	丢落在地面的时候，使用哪一个物件资源	脚本文件	评价等级	是否能交易(0能1不能)	是否能丢弃(0能1不能)	流派需求	是否可维修（0是/1否）
天之辽将军令旗	0	102	3050	10	10000	0	100						23015	80	2	3	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	将军乃三军之胆，杀场战将，破千军而无伤于身，上天庇佑之人所着之物。		已绑定装备	\script\newbattles\battle_equipment_item.lua	9	1	1		0
天之辽将军令旗	0	102	3051	10	10000	0	100						23016	80	2	4	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	将军乃三军之胆，杀场战将，破千军而无伤于身，上天庇佑之人所着之物。		已绑定装备	\script\newbattles\battle_equipment_item.lua	9	1	1		0
天之辽将军令符	0	102	3052	10	10000	0	100						23013	80	1	1	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	将军乃三军之胆，杀场战将，破千军而无伤于身，上天庇佑之人所着之物。		已绑定装备	\script\newbattles\battle_equipment_item.lua	9	1	1		0
天之辽将军令符	0	102	3053	10	10000	0	100						23014	80	1	2	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	将军乃三军之胆，杀场战将，破千军而无伤于身，上天庇佑之人所着之物。		已绑定装备	\script\newbattles\battle_equipment_item.lua	9	1	1		0
天之辽将军令符	0	102	3054	10	10000	0	100						23015	80	2	3	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	将军乃三军之胆，杀场战将，破千军而无伤于身，上天庇佑之人所着之物。		已绑定装备	\script\newbattles\battle_equipment_item.lua	9	1	1		0
天之辽将军令符	0	102	3055	10	10000	0	100						23016	80	2	4	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	将军乃三军之胆，杀场战将，破千军而无伤于身，上天庇佑之人所着之物。		已绑定装备	\script\newbattles\battle_equipment_item.lua	9	1	1		0
天之大宋元帅虎符	0	102	3056	10	10000	0	100						23017	80	1	1	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅虎符	0	102	3057	10	10000	0	100						23018	80	1	2	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅虎符	0	102	3058	10	10000	0	100						23019	80	2	3	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅虎符	0	102	3059	10	10000	0	100						23020	80	2	4	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅令旗	0	102	3060	10	10000	0	100						23017	80	1	1	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅令旗	0	102	3061	10	10000	0	100						23018	80	1	2	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅令旗	0	102	3062	10	10000	0	100						23019	80	2	3	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅令旗	0	102	3063	10	10000	0	100						23020	80	2	4	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅号符	0	102	3064	10	10000	0	100						23017	80	1	1	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅号符	0	102	3065	10	10000	0	100						23018	80	1	2	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅号符	0	102	3066	10	10000	0	100						23019	80	2	3	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅号符	0	102	3067	10	10000	0	100						23020	80	2	4	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅号旗	0	102	3068	10	10000	0	100						23017	80	1	1	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅号旗	0	102	3069	10	10000	0	100						23018	80	1	2	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅号旗	0	102	3070	10	10000	0	100						23019	80	2	3	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大宋元帅号旗	0	102	3071	10	10000	0	100						23020	80	2	4	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅虎符	0	102	3072	10	10000	0	100						23021	80	1	1	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅虎符	0	102	3073	10	10000	0	100						23022	80	1	2	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅虎符	0	102	3074	10	10000	0	100						23023	80	2	3	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅虎符	0	102	3075	10	10000	0	100						23024	80	2	4	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅令旗	0	102	3076	10	10000	0	100						23021	80	1	1	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅令旗	0	102	3077	10	10000	0	100						23022	80	1	2	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅令旗	0	102	3078	10	10000	0	100						23023	80	2	3	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅令旗	0	102	3079	10	10000	0	100						23024	80	2	4	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅号符	0	102	3080	10	10000	0	100						23021	80	1	1	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅号符	0	102	3081	10	10000	0	100						23022	80	1	2	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅号符	0	102	3082	10	10000	0	100						23023	80	2	3	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅号符	0	102	3083	10	10000	0	100						23024	80	2	4	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅号旗	0	102	3084	10	10000	0	100						23021	80	1	1	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅号旗	0	102	3085	10	10000	0	100						23022	80	1	2	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅号旗	0	102	3086	10	10000	0	100						23023	80	2	3	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之大辽元帅号旗	0	102	3087	10	10000	0	100						23024	80	2	4	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	千军大战，帅不可动，动则三军落胆，天之元帅乃军之魂魄，不动如山者。		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅虎符	0	102	3088	10	10000	0	100						23025	80	1	1	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅虎符	0	102	3089	10	10000	0	100						23026	80	1	2	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅虎符	0	102	3090	10	10000	0	100						23027	80	2	3	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅虎符	0	102	3091	10	10000	0	100						23028	80	2	4	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅令旗	0	102	3092	10	10000	0	100						23025	80	1	1	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅令旗	0	102	3093	10	10000	0	100						23026	80	1	2	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅令旗	0	102	3094	10	10000	0	100						23027	80	2	3	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅令旗	0	102	3095	10	10000	0	100						23028	80	2	4	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅号符	0	102	3096	10	10000	0	100						23025	80	1	1	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅号符	0	102	3097	10	10000	0	100						23026	80	1	2	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅号符	0	102	3098	10	10000	0	100						23027	80	2	3	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅号符	0	102	3099	10	10000	0	100						23028	80	2	4	新手禁用	\image\item\ring\将军将令1a1.spr	\image\item\ring\将军将令1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅号旗	0	102	3100	10	10000	0	100						23025	80	1	1	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅号旗	0	102	3101	10	10000	0	100						23026	80	1	2	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅号旗	0	102	3102	10	10000	0	100						23027	80	2	3	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
天之御龙元帅号旗	0	102	3103	10	10000	0	100						23028	80	2	4	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	"元帅,三军之魂,天之御龙元帅，持御龙虎符,统天下兵马,纵横不败之帅也。"		已绑定装备	\script\newbattles\battle_equipment_item.lua	10	1	1		0
